"";"N_LAB";"NUM_CAMPO";"LONG_DEC";"LAT_DEC";"UTM_LESTE";"UTM_NORTE";"MC";"PROJETO";"CLASSE";"LOTE";"REQUERENTE";"DATA"
"152";"IBV350";"RB0078";"-48,46015718";"-24,85960028";756640;7248206;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"153";"IBV351";"RB0083";"-48,4779155";"-24,85318634";754858;7248950;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"154";"IBV352";"RB0084";"-48,23493962";"-24,84238678";779447;7249670;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"155";"IBV353";"RB0088";"-48,21973248";"-24,83693348";780997;7250243;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"156";"IBV354";"RB0093";"-48,33791838";"-24,8241865";769074;7251894;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"157";"IBV355";"RB0096";"-48,363597";"-24,81685313";766493;7252757;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"158";"IBV356";"RB0099";"-48,21225371";"-24,81056032";781813;7253150;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"159";"IBV357";"RB0101";"-48,23763822";"-24,80145662";779266;7254211;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"160";"IBV358";"RB0105";"-48,2371469";"-24,8013212";779316;7254225;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"161";"IBV359";"RB0106";"-48,40631709";"-24,79967635";762209;7254743;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"162";"IBV360";"RB0109";"-48,46932244";"-24,79418524";755848;7255471;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"163";"IBV361";"RB0110";"-48,46593067";"-24,79420904";756191;7255462;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"164";"IBV362";"RB0111";"-48,1823981";"-24,78812584";784884;7255574;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"165";"IBV363";"RB0112";"-48,19232188";"-24,78070499";783897;7256417;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"166";"IBV364";"RB0114";"-48,21574911";"-24,7753672";781539;7257057;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"167";"IBV365";"RB0119";"-48,17139075";"-24,76394987";786053;7258230;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"168";"IBV366";"RB0124";"-48,17303166";"-24,75520935";785907;7259202;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"169";"IBV367";"RB0129";"-48,48917838";"-24,75624188";753917;7259712;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"170";"IBV368";"RB0136";"-48,128614";"-24,73743508";790443;7261078;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"171";"IBV369";"RB0139";"-48,11995183";"-24,7300045";791337;7261883;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"172";"IBV370";"RB0141";"-48,11404464";"-24,72781533";791940;7262113;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"173";"IBV371";"RB0142";"-48,49923995";"-24,73603005";752940;7261970;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"174";"IBV372";"RB0151";"-48,44990553";"-24,72008068";757965;7263645;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"175";"IBV373";"RB0157";"-48,49164704";"-24,70514332";753771;7265378;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"176";"IBV374";"RB0187";"-48,27298067";"-24,59250542";776152;7277436;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"177";"IBV375";"RB0204";"-48,207239";"-24,60262527";782790;7276181;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"178";"IBV376";"RB0208";"-48,3924843";"-24,59813485";764033;7277047;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"179";"IBV377";"RB0252";"-48,39814988";"-24,8011139";763032;7254568;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"180";"IBV378";"RB0253";"-48,39633858";"-24,79931342";763219;7254764;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"181";"IBV379";"RB0254";"-48,47718939";"-24,84314666";754952;7250061;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"182";"IBV380";"RB0255";"-48,45988896";"-24,85917152";756668;7248253;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"183";"IBV381";"RB0271";"-48,48841092";"-24,83653045";753831;7250815;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1516/SP";500;"01/2009"
"184";"IBV510";"RB0001";"-48,09804336";"-24,9969095";792924;7232258;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1521/SP";500;"06/2009"
"185";"IBX147";"RB0049";"-47,99517529";"-24,90614629";197439;7242112;-45;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"186";"IBX148";"RB0053";"-48,09324227";"-24,90291592";793632;7242664;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"187";"IBX149";"RB0059";"-47,99342464";"-24,8930527";197584;7243567;-45;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"188";"IBX150";"RB0067";"-48,0700931";"-24,87517547";796038;7245688;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"189";"IBX151";"RB0068";"-48,06903407";"-24,87394551";796148;7245822;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"190";"IBX152";"RB0081";"-48,03119057";"-24,84702943";800039;7248722;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"191";"IBX153";"RB0089";"-48,03990048";"-24,82967886";799200;7250664;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"192";"IBX154";"RB0123";"-48,36305581";"-24,75689882";766676;7259399;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"193";"IBX155";"RB0130";"-48,32482965";"-24,73874839";770583;7261335;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"194";"IBX156";"RB0132";"-48,34639129";"-24,7415867";768395;7261063;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"195";"IBX157";"RB0134";"-48,34646955";"-24,74162418";768387;7261059;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"196";"IBX158";"RB0149";"-48,33601912";"-24,72098797";769489;7263325;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"197";"IBX159";"RB0150";"-48,33520858";"-24,71822093";769577;7263630;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"198";"IBX160";"RB0156";"-48,38617841";"-24,70942522";764437;7264704;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"199";"IBX161";"RB0158";"-48,32933941";"-24,69786433";770215;7265874;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"200";"IBX162";"RB0160";"-48,37567591";"-24,6938808";765533;7266406;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"201";"IBX163";"RB0161";"-48,37654393";"-24,69158551";765450;7266662;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"202";"IBX164";"RB0163";"-48,26541339";"-24,68436662";776716;7267242;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"203";"IBX165";"RB0164";"-48,32663251";"-24,6858399";770515;7267201;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"204";"IBX166";"RB0165";"-48,34147166";"-24,6847859";769015;7267347;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"205";"IBX167";"RB0167";"-48,34180026";"-24,68419606";768983;7267413;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"206";"IBX168";"RB0174";"-48,32854619";"-24,65908764";770379;7270169;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"207";"IBX169";"RB0177";"-48,3334598";"-24,66255035";769874;7269795;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"208";"IBX170";"RB0180";"-48,3275921";"-24,67002707";770452;7268955;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"209";"IBX171";"RB0190";"-48,40526141";"-24,63286013";762666;7273224;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"210";"IBX172";"RB0197";"-48,45372858";"-24,61654934";757791;7275123;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"211";"IBX173";"RB0198";"-48,45397021";"-24,61583138";757768;7275203;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"212";"IBX174";"RB0217";"-48,21001596";"-24,56820304";782586;7280001;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"213";"IBX175";"RB0229";"-48,21946044";"-24,54804529";781674;7282254;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"214";"IBX176";"RB0230";"-48,2187858";"-24,54731989";781744;7282333;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"215";"IBX177";"RB0232";"-48,3149897";"-24,5461681";771996;7282654;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"216";"IBX178";"RB0233";"-48,31618336";"-24,54386088";771880;7282912;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"217";"IBX179";"RB0238";"-48,38049865";"-24,53844926";765373;7283637;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"218";"IBX180";"RB0242";"-48,28782904";"-24,52082683";774804;7285408;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"219";"IBX181";"RB0246";"-48,21843768";"-24,50896776";781865;7286582;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"220";"IBX182";"RB0247";"-48,30443478";"-24,5068018";773151;7286995;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1536/SP";500;"11/2009"
"221";"IBX183";"RB0003";"-48,01364698";"-24,99114142";801462;7232712;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"222";"IBX184";"RB0004";"-48,05813566";"-24,98924923";796973;7233020;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"223";"IBX185";"RB0004A";"-48,05813566";"-24,98924923";796973;7233020;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"224";"IBX186";"RB0010";"-48,00557379";"-24,98029565";802304;7233896;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"225";"IBX187";"RB0040";"-48,11404441";"-24,91968922";791490;7240850;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"226";"IBX188";"RB0046";"-47,99819478";"-24,91031745";197144;7241643;-45;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"227";"IBX189";"RB0048";"-48,11279554";"-24,91638038";791624;7241214;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"228";"IBX190";"RB0049";"-47,99517529";"-24,90614629";197439;7242112;-45;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"229";"IBX191";"RB0053";"-48,09324227";"-24,90291592";793632;7242664;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"230";"IBX192";"RB0053A";"-48,09324227";"-24,90291592";793632;7242664;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"231";"IBX193";"RB0059";"-47,99342464";"-24,8930527";197584;7243567;-45;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"232";"IBX194";"RB0076";"-48,01845207";"-24,85904729";801298;7247362;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"233";"IBX195";"RB0081";"-48,03119057";"-24,84702943";800039;7248722;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"234";"IBX196";"RB0089";"-48,03990048";"-24,82967886";799200;7250664;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"235";"IBX197";"RB0100";"-48,09017366";"-24,80752981";794168;7253228;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"236";"IBX198";"RB0113";"-48,09064088";"-24,77947506";794187;7256338;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"237";"IBX199";"RB0115";"-48,09259372";"-24,76820624";794016;7257591;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"238";"IBX200";"RB0118";"-48,06911782";"-24,75658605";796419;7258828;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"239";"IBX201";"RB0132";"-48,34639129";"-24,7415867";768395;7261063;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"240";"IBX202";"RB0149";"-48,33601912";"-24,72098797";769489;7263325;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"241";"IBX203";"RB0150";"-48,33520858";"-24,71822093";769577;7263630;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"242";"IBX204";"RB0156";"-48,38617841";"-24,70942522";764437;7264704;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"243";"IBX205";"RB0158";"-48,32933941";"-24,69786433";770215;7265874;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"244";"IBX206";"RB0160";"-48,37567591";"-24,6938808";765533;7266406;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"245";"IBX207";"RB0160A";"-48,37567591";"-24,6938808";765533;7266406;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"246";"IBX208";"RB0161";"-48,37654393";"-24,69158551";765450;7266662;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"247";"IBX209";"RB0163";"-48,26541339";"-24,68436662";776716;7267242;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"248";"IBX210";"RB0164";"-48,32663251";"-24,6858399";770515;7267201;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"249";"IBX211";"RB0165";"-48,34147166";"-24,6847859";769015;7267347;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"250";"IBX212";"RB0165A";"-48,34147166";"-24,6847859";769015;7267347;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"251";"IBX213";"RB0167";"-48,34180026";"-24,68419606";768983;7267413;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"252";"IBX214";"RB0169";"-48,13837494";"-24,66621436";789620;7268991;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"253";"IBX215";"RB0171";"-48,05422735";"-24,6600297";798156;7269496;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"254";"IBX216";"RB0174";"-48,32854619";"-24,65908764";770379;7270169;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"255";"IBX217";"RB0177";"-48,3334598";"-24,66255035";769874;7269795;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"256";"IBX218";"RB0180";"-48,3275921";"-24,67002707";770452;7268955;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"257";"IBX219";"RB0182";"-48,12969097";"-24,64868625";790540;7270915;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"258";"IBX220";"RB0189";"-48,12887738";"-24,63116398";790663;7272855;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"259";"IBX221";"RB0190";"-48,40526141";"-24,63286013";762666;7273224;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"260";"IBX222";"RB0197";"-48,45372858";"-24,61654934";757791;7275123;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"261";"IBX223";"RB0198";"-48,45397021";"-24,61583138";757768;7275203;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"262";"IBX224";"RB0217";"-48,21001596";"-24,56820304";782586;7280001;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"263";"IBX225";"RB0229";"-48,21946044";"-24,54804529";781674;7282254;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"264";"IBX226";"RB0230";"-48,2187858";"-24,54731989";781744;7282333;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"265";"IBX227";"RB0232";"-48,3149897";"-24,5461681";771996;7282654;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"266";"IBX228";"RB0233";"-48,31618336";"-24,54386088";771880;7282912;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"267";"IBX229";"RB0238";"-48,38049865";"-24,53844926";765373;7283637;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"268";"IBX230";"RB0242";"-48,28782904";"-24,52082683";774804;7285408;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"269";"IBX231";"RB0246";"-48,21843768";"-24,50896776";781865;7286582;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"270";"IBX232";"RB0247";"-48,30443478";"-24,5068018";773151;7286995;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1537/SP";500;"11/2009"
"271";"IBX709";"RB0031";"-48,06966781";"-24,93085137";795948;7239517;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"272";"IBX710";"RB0033";"-48,07108325";"-24,93041901";795806;7239568;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"273";"IBX711";"RB0050";"-48,33565608";"-24,91953031";769096;7241325;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"274";"IBX712";"RB0063";"-48,31666179";"-24,88720566";771086;7244869;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"275";"IBX713";"RB0067";"-48,0700931";"-24,87517547";796038;7245688;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"276";"IBX714";"RB0068";"-48,06903407";"-24,87394551";796148;7245822;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"277";"IBX715";"RB0077";"-48,25859204";"-24,86409368";777007;7247313;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"278";"IBX716";"RB0077A";"-48,25859204";"-24,86409368";777007;7247313;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"279";"IBX717";"RB0079";"-48,2792524";"-24,86424614";774918;7247338;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"280";"IBX718";"RB0080";"-48,25636989";"-24,86169745";777237;7247574;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"281";"IBX719";"RB0097";"-48,26547758";"-24,8172741";776415;7252515;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"282";"IBX720";"RB0123";"-48,36305581";"-24,75689882";766676;7259399;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"283";"IBX721";"RB0130";"-48,32482965";"-24,73874839";770583;7261335;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"284";"IBX722";"RB0133";"-48,23994845";"-24,74039422";779169;7260982;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"285";"IBX723";"RB0134";"-48,34646955";"-24,74162418";768387;7261059;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"286";"IBX724";"RB0166";"-48,4495017";"-24,68704918";758074;7267304;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"287";"IBX725";"RB0166A";"-48,4495017";"-24,68704918";758074;7267304;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"288";"IBX726";"RB0168";"-48,45152797";"-24,68893386";757865;7267099;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1549/SP";500;"04/2010"
"289";"IBX727";"RB0050";"-48,33565608";"-24,91953031";769096;7241325;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"290";"IBX728";"RB0063";"-48,31666179";"-24,88720566";771086;7244869;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"291";"IBX729";"RB0077";"-48,25859204";"-24,86409368";777007;7247313;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"292";"IBX730";"RB0079";"-48,2792524";"-24,86424614";774918;7247338;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"293";"IBX731";"RB0080";"-48,25636929";"-24,86172451";777237;7247571;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"294";"IBX732";"RB0097";"-48,26547758";"-24,8172741";776415;7252515;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"295";"IBX733";"RB0133";"-48,23994845";"-24,74039422";779169;7260982;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"296";"IBX734";"RB0166";"-48,4495017";"-24,68704918";758074;7267304;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"297";"IBX735";"RB0168";"-48,45152797";"-24,68893386";757865;7267099;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1550/SP";500;"04/2010"
"298";"IBX942";"RB0005";"-48,20067346";"-24,98820208";782579;7233441;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"299";"IBX943";"RB0006";"-48,28307954";"-24,99917929";774232;7232394;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"300";"IBX944";"RB0007";"-48,15132123";"-24,98670532";787567;7233503;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"301";"IBX945";"RB0008";"-48,20114524";"-24,98835535";782531;7233425;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"302";"IBX946";"RB0009";"-48,1509544";"-24,98286314";787613;7233928;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
